,Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh)
1631,3/9/2023 23:00,7.93,24.7,145.0,0.11
1632,3/10/2023 0:00,17.46,34.42,115.0,0.26
1633,3/10/2023 1:00,5.4,18.76,150.0,0.11
1634,3/10/2023 2:00,15.33,16.78,116.0,0.27
1635,3/10/2023 3:00,23.89,28.75,41.0,0.15
1636,3/10/2023 4:00,7.85,26.58,35.0,0.12
1637,3/10/2023 5:00,19.06,27.99,99.0,0.2
1638,3/10/2023 6:00,13.84,16.51,120.0,0.18
1639,3/10/2023 7:00,22.38,28.32,124.0,0.27
1640,3/10/2023 8:00,18.53,30.16,121.0,0.16
1641,3/10/2023 9:00,19.56,27.54,11.0,0.11
1642,3/10/2023 10:00,13.3,21.63,110.0,0.17
1643,3/10/2023 11:00,6.16,28.74,95.0,0.23
1644,3/10/2023 12:00,19.4,17.12,12.0,0.2
1645,3/10/2023 13:00,13.15,27.61,39.0,0.18
1646,3/10/2023 14:00,20.04,24.35,119.0,0.25
1647,3/10/2023 15:00,16.17,17.78,21.0,0.19
1648,3/10/2023 16:00,21.27,29.36,112.0,0.22
1649,3/10/2023 17:00,5.73,16.56,67.0,0.11
1650,3/10/2023 18:00,13.05,18.89,23.0,0.23
1651,3/10/2023 19:00,17.64,23.01,22.0,0.27
1652,3/10/2023 20:00,24.43,25.28,109.0,0.25
1653,3/10/2023 21:00,22.86,17.17,94.0,0.26
1654,3/10/2023 22:00,16.77,25.47,14.0,0.27
1655,3/10/2023 23:00,16.87,25.99,89.0,0.1
1656,3/11/2023 0:00,9.73,23.74,42.0,0.28
1657,3/11/2023 1:00,14.4,20.63,21.0,0.18
1658,3/11/2023 2:00,9.83,21.6,50.0,0.17
1659,3/11/2023 3:00,20.81,15.78,90.0,0.28
1660,3/11/2023 4:00,9.91,28.8,66.0,0.16
1661,3/11/2023 5:00,14.54,28.66,106.0,0.25
1662,3/11/2023 6:00,17.25,20.39,117.0,0.19
1663,3/11/2023 7:00,6.72,24.37,137.0,0.17
1664,3/11/2023 8:00,11.48,34.48,49.0,0.11
1665,3/11/2023 9:00,5.91,32.76,149.0,0.11
1666,3/11/2023 10:00,5.35,17.03,57.0,0.24
1667,3/11/2023 11:00,5.06,24.99,70.0,0.14
1668,3/11/2023 12:00,13.74,28.06,19.0,0.26
1669,3/11/2023 13:00,13.99,29.64,83.0,0.16
1670,3/11/2023 14:00,19.07,23.79,82.0,0.14
1671,3/11/2023 15:00,23.68,16.2,75.0,0.14
1672,3/11/2023 16:00,17.52,26.16,109.0,0.25
1673,3/11/2023 17:00,7.14,21.41,22.0,0.27
1674,3/11/2023 18:00,11.04,32.71,79.0,0.25
1675,3/11/2023 19:00,16.94,23.27,135.0,0.24
1676,3/11/2023 20:00,5.11,24.61,129.0,0.15
1677,3/11/2023 21:00,18.97,20.43,145.0,0.17
1678,3/11/2023 22:00,12.03,17.34,150.0,0.19
1679,3/11/2023 23:00,12.52,16.68,62.0,0.28
1680,3/12/2023 0:00,6.32,31.21,142.0,0.1
1681,3/12/2023 1:00,24.82,17.54,77.0,0.21
1682,3/12/2023 2:00,22.7,20.41,95.0,0.18
1683,3/12/2023 3:00,9.67,27.42,91.0,0.24
1684,3/12/2023 4:00,5.35,19.4,55.0,0.27
1685,3/12/2023 5:00,14.82,33.0,41.0,0.28
1686,3/12/2023 6:00,21.12,19.36,21.0,0.23
1687,3/12/2023 7:00,14.56,15.58,102.0,0.16
1688,3/12/2023 8:00,22.64,18.54,109.0,0.16
1689,3/12/2023 9:00,17.97,28.41,83.0,0.16
1690,3/12/2023 10:00,22.34,31.22,144.0,0.29
1691,3/12/2023 11:00,21.29,31.94,117.0,0.22
1692,3/12/2023 12:00,15.12,34.28,60.0,0.2
1693,3/12/2023 13:00,10.8,26.11,149.0,0.11
1694,3/12/2023 14:00,5.88,22.49,62.0,0.16
1695,3/12/2023 15:00,14.78,20.87,109.0,0.18
1696,3/12/2023 16:00,12.66,24.34,58.0,0.23
1697,3/12/2023 17:00,20.9,18.34,121.0,0.23
1698,3/12/2023 18:00,10.44,25.17,22.0,0.14
1699,3/12/2023 19:00,13.69,26.04,73.0,0.17
1700,3/12/2023 20:00,8.28,15.66,98.0,0.14
1701,3/12/2023 21:00,8.65,33.98,31.0,0.26
1702,3/12/2023 22:00,5.03,20.02,18.0,0.22
1703,3/12/2023 23:00,18.23,24.39,89.0,0.28
1704,3/13/2023 0:00,15.26,20.38,99.0,0.11
1705,3/13/2023 1:00,21.54,30.9,22.0,0.21
1706,3/13/2023 2:00,24.66,20.43,135.0,0.21
1707,3/13/2023 3:00,15.9,21.67,46.0,0.11
1708,3/13/2023 4:00,24.97,25.23,56.0,0.17
1709,3/13/2023 5:00,21.53,21.92,98.0,0.17
1710,3/13/2023 6:00,17.72,23.34,142.0,0.16
1711,3/13/2023 7:00,14.53,22.01,15.0,0.21
1712,3/13/2023 8:00,15.71,33.58,29.0,0.2
1713,3/13/2023 9:00,13.84,27.21,73.0,0.13
1714,3/13/2023 10:00,17.19,26.47,72.0,0.3
1715,3/13/2023 11:00,11.64,34.86,90.0,0.19
1716,3/13/2023 12:00,23.31,18.29,25.0,0.11
1717,3/13/2023 13:00,20.41,15.67,121.0,0.12
1718,3/13/2023 14:00,20.71,18.03,142.0,0.26
1719,3/13/2023 15:00,15.14,25.21,95.0,0.14
1720,3/13/2023 16:00,18.08,30.65,37.0,0.22
1721,3/13/2023 17:00,7.75,33.19,83.0,0.22
1722,3/13/2023 18:00,20.9,27.2,46.0,0.25
1723,3/13/2023 19:00,14.28,32.03,69.0,0.28
1724,3/13/2023 20:00,23.19,34.31,61.0,0.18
1725,3/13/2023 21:00,20.86,20.4,33.0,0.17
1726,3/13/2023 22:00,12.98,31.83,91.0,0.2
1727,3/13/2023 23:00,5.49,29.26,94.0,0.28
1728,3/14/2023 0:00,6.89,20.12,112.0,0.11
1729,3/14/2023 1:00,14.61,21.93,33.0,0.19
1730,3/14/2023 2:00,18.6,19.48,26.0,0.22
1731,3/14/2023 3:00,22.67,26.18,134.0,0.19
1732,3/14/2023 4:00,19.38,15.58,27.0,0.19
1733,3/14/2023 5:00,8.23,26.9,113.0,0.27
1734,3/14/2023 6:00,6.3,32.39,60.0,0.14
1735,3/14/2023 7:00,17.28,22.62,90.0,0.1
1736,3/14/2023 8:00,18.68,28.54,143.0,0.17
1737,3/14/2023 9:00,9.95,23.22,18.0,0.13
1738,3/14/2023 10:00,14.22,33.76,103.0,0.18
1739,3/14/2023 11:00,21.1,21.08,8.0,0.28
1740,3/14/2023 12:00,9.16,33.41,69.0,0.2
1741,3/14/2023 13:00,6.45,17.37,109.0,0.29
1742,3/14/2023 14:00,21.08,28.25,65.0,0.13
1743,3/14/2023 15:00,12.9,28.91,92.0,0.26
1744,3/14/2023 16:00,10.4,28.45,91.0,0.13
1745,3/14/2023 17:00,23.86,20.47,39.0,0.23
1746,3/14/2023 18:00,15.45,20.11,138.0,0.24
1747,3/14/2023 19:00,9.31,22.82,115.0,0.26
1748,3/14/2023 20:00,24.28,19.52,87.0,0.19
1749,3/14/2023 21:00,5.05,29.51,41.0,0.18
1750,3/14/2023 22:00,18.87,22.27,99.0,0.27
1751,3/14/2023 23:00,18.26,18.39,35.0,0.27
1752,3/15/2023 0:00,15.33,32.64,137.0,0.28
1753,3/15/2023 1:00,17.77,16.42,146.0,0.18
1754,3/15/2023 2:00,11.81,26.57,91.0,0.23
1755,3/15/2023 3:00,5.13,21.68,149.0,0.19
1756,3/15/2023 4:00,10.17,34.9,44.0,0.13
1757,3/15/2023 5:00,19.94,18.87,64.0,0.12
1758,3/15/2023 6:00,17.38,33.15,38.0,0.22
1759,3/15/2023 7:00,18.36,27.81,91.0,0.21
1760,3/15/2023 8:00,13.04,16.09,67.0,0.21
1761,3/15/2023 9:00,5.41,25.06,33.0,0.24
1762,3/15/2023 10:00,18.64,34.38,107.0,0.12
1763,3/15/2023 11:00,9.28,29.33,39.0,0.28
1764,3/15/2023 12:00,12.93,23.09,14.0,0.11
1765,3/15/2023 13:00,23.66,33.31,41.0,0.14
1766,3/15/2023 14:00,14.36,28.94,102.0,0.13
1767,3/15/2023 15:00,21.49,27.08,120.0,0.26
1768,3/15/2023 16:00,17.5,28.27,51.0,0.28
1769,3/15/2023 17:00,22.3,17.22,44.0,0.14
1770,3/15/2023 18:00,15.81,18.54,137.0,0.19
1771,3/15/2023 19:00,13.64,15.09,94.0,0.22
1772,3/15/2023 20:00,17.7,19.89,146.0,0.2
1773,3/15/2023 21:00,13.72,15.59,135.0,0.13
1774,3/15/2023 22:00,14.02,16.54,81.0,0.12
1775,3/15/2023 23:00,13.91,22.29,57.0,0.22
1776,3/16/2023 0:00,6.92,20.53,45.0,0.25
1777,3/16/2023 1:00,14.06,34.64,83.0,0.2
1778,3/16/2023 2:00,12.62,27.39,55.0,0.29
1779,3/16/2023 3:00,14.43,21.72,71.0,0.19
1780,3/16/2023 4:00,5.97,25.01,103.0,0.12
1781,3/16/2023 5:00,13.42,26.89,137.0,0.13
1782,3/16/2023 6:00,22.76,30.06,150.0,0.3
1783,3/16/2023 7:00,6.4,32.42,112.0,0.14
1784,3/16/2023 8:00,12.57,30.3,120.0,0.13
1785,3/16/2023 9:00,17.08,25.16,147.0,0.16
1786,3/16/2023 10:00,22.84,27.9,122.0,0.13
1787,3/16/2023 11:00,15.02,19.88,64.0,0.23
1788,3/16/2023 12:00,13.12,15.96,50.0,0.28
1789,3/16/2023 13:00,18.54,19.95,35.0,0.12
1790,3/16/2023 14:00,13.8,25.82,105.0,0.23
1791,3/16/2023 15:00,8.97,21.74,24.0,0.27
1792,3/16/2023 16:00,16.91,24.26,70.0,0.16
1793,3/16/2023 17:00,12.92,31.89,138.0,0.19
1794,3/16/2023 18:00,13.02,18.38,49.0,0.16
1795,3/16/2023 19:00,10.17,21.84,97.0,0.15
1796,3/16/2023 20:00,18.17,19.0,139.0,0.16
1797,3/16/2023 21:00,14.65,18.99,129.0,0.12
1798,3/16/2023 22:00,24.57,21.18,12.0,0.14
1799,3/16/2023 23:00,15.34,22.13,40.0,0.18
1800,3/17/2023 0:00,24.21,32.48,13.0,0.22
1801,3/17/2023 1:00,10.79,19.62,108.0,0.27
1802,3/17/2023 2:00,5.97,15.91,39.0,0.11
1803,3/17/2023 3:00,16.36,27.89,84.0,0.2
1804,3/17/2023 4:00,8.16,30.63,37.0,0.26
1805,3/17/2023 5:00,10.58,23.36,46.0,0.3
1806,3/17/2023 6:00,14.78,26.96,9.0,0.1
1807,3/17/2023 7:00,7.54,22.94,44.0,0.17
1808,3/17/2023 8:00,7.41,16.6,41.0,0.15
1809,3/17/2023 9:00,8.2,22.11,146.0,0.15
1810,3/17/2023 10:00,18.4,21.16,31.0,0.23
1811,3/17/2023 11:00,16.53,27.77,119.0,0.29
1812,3/17/2023 12:00,21.28,15.39,41.0,0.24
1813,3/17/2023 13:00,6.6,20.3,123.0,0.27
1814,3/17/2023 14:00,16.05,18.82,103.0,0.27
1815,3/17/2023 15:00,21.14,32.02,65.0,0.11
1816,3/17/2023 16:00,15.38,20.28,112.0,0.19
1817,3/17/2023 17:00,8.39,25.3,122.0,0.16
1818,3/17/2023 18:00,6.29,17.22,5.0,0.23
1819,3/17/2023 19:00,6.86,20.75,129.0,0.15
1820,3/17/2023 20:00,10.12,19.24,30.0,0.22
1821,3/17/2023 21:00,5.02,33.69,59.0,0.28
1822,3/17/2023 22:00,15.5,21.48,35.0,0.23
1823,3/17/2023 23:00,18.07,24.2,24.0,0.22
1824,3/18/2023 0:00,9.85,21.73,130.0,0.25
1825,3/18/2023 1:00,24.33,29.88,121.0,0.11
1826,3/18/2023 2:00,8.64,25.75,111.0,0.17
1827,3/18/2023 3:00,11.22,31.62,105.0,0.22
1828,3/18/2023 4:00,20.79,22.03,76.0,0.12
1829,3/18/2023 5:00,15.97,16.81,49.0,0.27
1830,3/18/2023 6:00,5.79,15.08,6.0,0.3
1831,3/18/2023 7:00,20.04,29.84,135.0,0.18
1832,3/18/2023 8:00,8.63,24.39,107.0,0.24
1833,3/18/2023 9:00,15.32,32.12,52.0,0.14
1834,3/18/2023 10:00,6.95,15.57,46.0,0.11
1835,3/18/2023 11:00,14.4,17.31,73.0,0.13
1836,3/18/2023 12:00,5.14,32.22,150.0,0.23
1837,3/18/2023 13:00,6.88,28.65,122.0,0.21
1838,3/18/2023 14:00,9.11,28.0,85.0,0.26
1839,3/18/2023 15:00,19.33,18.34,31.0,0.29
1840,3/18/2023 16:00,9.6,30.96,134.0,0.11
1841,3/18/2023 17:00,8.24,17.01,149.0,0.21
1842,3/18/2023 18:00,21.63,25.42,21.0,0.25
1843,3/18/2023 19:00,11.56,30.7,47.0,0.22
1844,3/18/2023 20:00,15.38,31.83,6.0,0.17
1845,3/18/2023 21:00,5.42,31.66,56.0,0.17
1846,3/18/2023 22:00,18.47,24.6,28.0,0.11
1847,3/18/2023 23:00,13.89,31.55,18.0,0.18
1848,3/19/2023 0:00,13.39,26.37,70.0,0.17
1849,3/19/2023 1:00,7.9,25.72,111.0,0.11
1850,3/19/2023 2:00,20.25,17.42,75.0,0.12
1851,3/19/2023 3:00,22.78,33.59,38.0,0.17
1852,3/19/2023 4:00,24.89,18.87,6.0,0.21
1853,3/19/2023 5:00,18.47,24.02,81.0,0.11
1854,3/19/2023 6:00,14.35,21.75,34.0,0.21
1855,3/19/2023 7:00,12.99,30.88,57.0,0.26
1856,3/19/2023 8:00,13.67,17.97,34.0,0.12
1857,3/19/2023 9:00,16.1,21.46,135.0,0.16
1858,3/19/2023 10:00,10.7,33.25,99.0,0.29
1859,3/19/2023 11:00,22.92,21.22,137.0,0.15
1860,3/19/2023 12:00,19.96,15.47,85.0,0.23
1861,3/19/2023 13:00,16.5,25.78,137.0,0.12
1862,3/19/2023 14:00,7.42,25.29,20.0,0.25
1863,3/19/2023 15:00,24.76,24.75,39.0,0.17
1864,3/19/2023 16:00,18.83,24.96,60.0,0.12
1865,3/19/2023 17:00,19.24,26.87,29.0,0.22
1866,3/19/2023 18:00,15.92,28.79,76.0,0.11
1867,3/19/2023 19:00,8.93,15.43,111.0,0.27
1868,3/19/2023 20:00,14.97,31.72,67.0,0.22
1869,3/19/2023 21:00,18.02,16.01,25.0,0.25
1870,3/19/2023 22:00,20.43,18.52,79.0,0.11
1871,3/19/2023 23:00,23.82,34.35,148.0,0.21
1872,3/20/2023 0:00,16.36,30.64,48.0,0.21
1873,3/20/2023 1:00,16.45,32.54,52.0,0.2
1874,3/20/2023 2:00,9.45,19.57,133.0,0.3
1875,3/20/2023 3:00,10.79,19.85,123.0,0.1
1876,3/20/2023 4:00,11.22,31.52,95.0,0.25
1877,3/20/2023 5:00,19.73,30.8,20.0,0.14
1878,3/20/2023 6:00,19.52,27.96,146.0,0.21
1879,3/20/2023 7:00,14.19,26.85,87.0,0.16
1880,3/20/2023 8:00,6.12,24.52,115.0,0.22
1881,3/20/2023 9:00,8.32,17.71,17.0,0.22
1882,3/20/2023 10:00,11.47,34.35,62.0,0.16
1883,3/20/2023 11:00,24.59,27.67,101.0,0.16
1884,3/20/2023 12:00,8.54,15.9,123.0,0.21
1885,3/20/2023 13:00,18.11,30.47,27.0,0.17
1886,3/20/2023 14:00,21.09,17.63,115.0,0.24
1887,3/20/2023 15:00,5.44,31.9,51.0,0.14
1888,3/20/2023 16:00,20.62,28.08,130.0,0.2
1889,3/20/2023 17:00,24.57,23.12,102.0,0.25
1890,3/20/2023 18:00,9.0,21.03,112.0,0.11
1891,3/20/2023 19:00,18.9,23.95,141.0,0.15
1892,3/20/2023 20:00,19.38,17.29,58.0,0.27
1893,3/20/2023 21:00,19.12,19.64,128.0,0.26
1894,3/20/2023 22:00,15.06,17.35,141.0,0.24
1895,3/20/2023 23:00,13.5,19.14,5.0,0.17
1896,3/21/2023 0:00,9.63,25.7,125.0,0.28
1897,3/21/2023 1:00,15.73,28.97,13.0,0.16
1898,3/21/2023 2:00,15.1,19.2,53.0,0.18
1899,3/21/2023 3:00,24.39,34.89,116.0,0.22
1900,3/21/2023 4:00,7.27,34.94,37.0,0.28
1901,3/21/2023 5:00,18.04,16.19,115.0,0.29
1902,3/21/2023 6:00,15.81,30.44,27.0,0.12
1903,3/21/2023 7:00,19.25,28.59,51.0,0.15
1904,3/21/2023 8:00,7.58,25.57,66.0,0.26
1905,3/21/2023 9:00,17.94,15.4,136.0,0.15
1906,3/21/2023 10:00,7.84,21.89,112.0,0.15
1907,3/21/2023 11:00,13.93,33.87,17.0,0.16
1908,3/21/2023 12:00,19.44,23.55,89.0,0.28
1909,3/21/2023 13:00,16.35,29.16,119.0,0.25
1910,3/21/2023 14:00,7.08,33.95,32.0,0.27
1911,3/21/2023 15:00,23.17,21.96,116.0,0.14
1912,3/21/2023 16:00,12.49,32.17,43.0,0.14
1913,3/21/2023 17:00,18.3,19.49,35.0,0.24
1914,3/21/2023 18:00,10.67,18.88,144.0,0.25
1915,3/21/2023 19:00,23.26,33.09,86.0,0.25
1916,3/21/2023 20:00,20.4,31.5,112.0,0.16
1917,3/21/2023 21:00,8.22,23.48,76.0,0.21
1918,3/21/2023 22:00,12.83,17.6,125.0,0.16
1919,3/21/2023 23:00,17.18,29.16,69.0,0.2
1920,3/22/2023 0:00,24.29,24.18,121.0,0.1
1921,3/22/2023 1:00,8.54,23.89,65.0,0.24
1922,3/22/2023 2:00,23.56,26.26,57.0,0.23
1923,3/22/2023 3:00,16.24,33.51,143.0,0.27
1924,3/22/2023 4:00,5.5,34.79,56.0,0.21
1925,3/22/2023 5:00,6.42,28.48,133.0,0.13
1926,3/22/2023 6:00,9.86,19.92,43.0,0.13
1927,3/22/2023 7:00,23.0,25.52,102.0,0.12
1928,3/22/2023 8:00,15.8,21.35,125.0,0.17
1929,3/22/2023 9:00,9.58,34.77,55.0,0.1
1930,3/22/2023 10:00,14.02,21.44,81.0,0.14
1931,3/22/2023 11:00,11.82,15.61,51.0,0.19
1932,3/22/2023 12:00,8.97,33.31,127.0,0.23
1933,3/22/2023 13:00,13.91,21.98,15.0,0.26
1934,3/22/2023 14:00,5.81,21.7,76.0,0.23
1935,3/22/2023 15:00,18.82,28.26,82.0,0.29
1936,3/22/2023 16:00,7.01,30.46,86.0,0.3
1937,3/22/2023 17:00,10.97,33.81,123.0,0.12
1938,3/22/2023 18:00,21.66,31.33,73.0,0.29
1939,3/22/2023 19:00,18.38,21.38,51.0,0.16
1940,3/22/2023 20:00,8.55,33.29,78.0,0.13
1941,3/22/2023 21:00,20.31,19.39,68.0,0.1
1942,3/22/2023 22:00,9.46,31.49,93.0,0.26
1943,3/22/2023 23:00,18.39,19.42,130.0,0.14
1944,3/23/2023 0:00,13.36,27.22,53.0,0.13
1945,3/23/2023 1:00,14.71,18.26,11.0,0.3
1946,3/23/2023 2:00,12.83,23.77,60.0,0.23
1947,3/23/2023 3:00,13.77,27.88,79.0,0.12
1948,3/23/2023 4:00,13.83,18.54,102.0,0.17
1949,3/23/2023 5:00,18.07,18.56,146.0,0.21
1950,3/23/2023 6:00,11.51,25.06,36.0,0.18
1951,3/23/2023 7:00,5.12,28.49,11.0,0.16
1952,3/23/2023 8:00,13.79,26.34,92.0,0.25
1953,3/23/2023 9:00,13.36,31.94,7.0,0.16
1954,3/23/2023 10:00,6.25,30.69,67.0,0.27
1955,3/23/2023 11:00,23.28,34.91,132.0,0.13
1956,3/23/2023 12:00,19.14,28.2,149.0,0.13
1957,3/23/2023 13:00,14.41,24.64,40.0,0.18
1958,3/23/2023 14:00,9.36,25.78,52.0,0.14
1959,3/23/2023 15:00,18.18,17.25,62.0,0.18
1960,3/23/2023 16:00,8.24,16.8,51.0,0.11
1961,3/23/2023 17:00,24.12,27.89,56.0,0.15
1962,3/23/2023 18:00,18.89,25.23,112.0,0.18
1963,3/23/2023 19:00,24.49,31.86,59.0,0.15
1964,3/23/2023 20:00,9.24,34.26,116.0,0.2
1965,3/23/2023 21:00,21.76,31.11,12.0,0.19
1966,3/23/2023 22:00,18.48,18.45,100.0,0.15
1967,3/23/2023 23:00,5.36,23.92,39.0,0.25
1968,3/24/2023 0:00,9.61,31.93,145.0,0.18
1969,3/24/2023 1:00,20.78,32.37,100.0,0.27
1970,3/24/2023 2:00,11.1,22.57,86.0,0.26
1971,3/24/2023 3:00,8.05,33.88,102.0,0.13
1972,3/24/2023 4:00,5.87,22.46,126.0,0.26
1973,3/24/2023 5:00,21.96,18.6,150.0,0.25
1974,3/24/2023 6:00,19.14,21.69,71.0,0.18
1975,3/24/2023 7:00,8.64,21.75,54.0,0.29
1976,3/24/2023 8:00,14.2,19.35,140.0,0.25
1977,3/24/2023 9:00,5.29,15.03,62.0,0.28
1978,3/24/2023 10:00,9.26,25.74,29.0,0.11
1979,3/24/2023 11:00,12.04,17.65,33.0,0.2
1980,3/24/2023 12:00,17.4,20.53,23.0,0.13
1981,3/24/2023 13:00,12.8,25.31,22.0,0.25
1982,3/24/2023 14:00,13.17,18.15,105.0,0.13
1983,3/24/2023 15:00,17.27,16.89,5.0,0.21
1984,3/24/2023 16:00,8.79,27.4,65.0,0.11
1985,3/24/2023 17:00,14.7,19.91,41.0,0.17
1986,3/24/2023 18:00,15.76,15.5,73.0,0.25
1987,3/24/2023 19:00,8.49,32.94,18.0,0.23
1988,3/24/2023 20:00,9.8,28.81,82.0,0.21
1989,3/24/2023 21:00,18.77,27.44,35.0,0.1
1990,3/24/2023 22:00,8.82,20.81,147.0,0.18
1991,3/24/2023 23:00,5.31,31.64,49.0,0.14
1992,3/25/2023 0:00,15.32,29.28,73.0,0.26
1993,3/25/2023 1:00,18.76,28.93,85.0,0.28
1994,3/25/2023 2:00,18.76,31.01,73.0,0.18
1995,3/25/2023 3:00,19.16,26.82,39.0,0.22
1996,3/25/2023 4:00,11.64,34.63,104.0,0.19
1997,3/25/2023 5:00,14.26,26.4,84.0,0.19
1998,3/25/2023 6:00,20.88,34.0,138.0,0.21
1999,3/25/2023 7:00,10.89,23.96,140.0,0.26
2000,3/25/2023 8:00,19.06,15.35,37.0,0.11
2001,3/25/2023 9:00,14.51,34.53,147.0,0.14
2002,3/25/2023 10:00,11.8,15.82,91.0,0.23
2003,3/25/2023 11:00,23.05,18.48,41.0,0.17
2004,3/25/2023 12:00,7.14,27.29,26.0,0.1
2005,3/25/2023 13:00,24.82,17.92,133.0,0.11
2006,3/25/2023 14:00,6.76,20.89,32.0,0.23
2007,3/25/2023 15:00,6.06,26.34,137.0,0.1
2008,3/25/2023 16:00,12.35,25.04,33.0,0.16
2009,3/25/2023 17:00,7.54,18.57,11.0,0.2
2010,3/25/2023 18:00,16.65,21.73,55.0,0.25
2011,3/25/2023 19:00,19.85,15.23,49.0,0.17
2012,3/25/2023 20:00,14.65,15.14,49.0,0.13
2013,3/25/2023 21:00,21.61,20.59,96.0,0.2
2014,3/25/2023 22:00,11.97,18.84,86.0,0.2
2015,3/25/2023 23:00,15.59,22.45,76.0,0.21
2016,3/26/2023 0:00,11.18,32.36,38.0,0.12
2017,3/26/2023 1:00,7.41,25.9,18.0,0.15
2018,3/26/2023 2:00,15.98,26.73,36.0,0.22
2019,3/26/2023 3:00,9.76,18.14,145.0,0.29
2020,3/26/2023 4:00,18.15,32.46,41.0,0.15
2021,3/26/2023 5:00,10.62,24.25,30.0,0.28
2022,3/26/2023 6:00,7.85,17.01,85.0,0.14
2023,3/26/2023 7:00,13.57,25.23,133.0,0.18
2024,3/26/2023 8:00,24.76,28.94,58.0,0.17
2025,3/26/2023 9:00,23.35,21.01,101.0,0.1
2026,3/26/2023 10:00,6.56,32.87,14.0,0.11
2027,3/26/2023 11:00,18.7,31.42,41.0,0.15
2028,3/26/2023 12:00,20.65,29.12,8.0,0.15
2029,3/26/2023 13:00,10.55,25.74,23.0,0.11
2030,3/26/2023 14:00,19.66,17.53,83.0,0.28
2031,3/26/2023 15:00,18.98,22.98,129.0,0.22
2032,3/26/2023 16:00,19.29,21.0,9.0,0.19
2033,3/26/2023 17:00,9.52,23.11,61.0,0.11
2034,3/26/2023 18:00,6.55,27.5,83.0,0.14
2035,3/26/2023 19:00,15.95,23.11,19.0,0.16
2036,3/26/2023 20:00,11.55,33.73,145.0,0.17
2037,3/26/2023 21:00,9.65,25.99,40.0,0.29
2038,3/26/2023 22:00,15.14,28.32,64.0,0.2
2039,3/26/2023 23:00,9.4,17.41,76.0,0.27
2040,3/27/2023 0:00,21.32,34.17,128.0,0.2
2041,3/27/2023 1:00,21.26,17.45,56.0,0.18
2042,3/27/2023 2:00,6.7,17.68,39.0,0.22
2043,3/27/2023 3:00,8.91,31.29,53.0,0.11
2044,3/27/2023 4:00,23.18,17.8,29.0,0.26
2045,3/27/2023 5:00,14.4,20.84,25.0,0.21
2046,3/27/2023 6:00,13.71,34.95,11.0,0.3
2047,3/27/2023 7:00,8.09,30.38,109.0,0.25
2048,3/27/2023 8:00,6.17,23.0,85.0,0.16
2049,3/27/2023 9:00,17.31,19.82,18.0,0.25
2050,3/27/2023 10:00,5.25,28.97,89.0,0.21
2051,3/27/2023 11:00,10.39,17.72,57.0,0.19
2052,3/27/2023 12:00,17.02,24.63,76.0,0.14
2053,3/27/2023 13:00,6.51,28.19,11.0,0.16
2054,3/27/2023 14:00,12.23,25.11,62.0,0.15
2055,3/27/2023 15:00,5.17,17.46,20.0,0.28
2056,3/27/2023 16:00,16.61,21.85,54.0,0.12
2057,3/27/2023 17:00,13.82,33.84,50.0,0.19
2058,3/27/2023 18:00,9.56,26.15,105.0,0.26
2059,3/27/2023 19:00,15.48,33.62,53.0,0.2
2060,3/27/2023 20:00,23.41,22.95,131.0,0.24
2061,3/27/2023 21:00,5.53,30.47,27.0,0.18
2062,3/27/2023 22:00,24.3,26.9,102.0,0.14
2063,3/27/2023 23:00,13.08,26.31,96.0,0.13
2064,3/28/2023 0:00,8.65,34.54,130.0,0.29
2065,3/28/2023 1:00,11.47,16.84,86.0,0.26
2066,3/28/2023 2:00,17.82,34.88,12.0,0.29
2067,3/28/2023 3:00,7.54,15.99,122.0,0.18
2068,3/28/2023 4:00,22.49,15.41,26.0,0.26
2069,3/28/2023 5:00,11.49,21.2,17.0,0.12
2070,3/28/2023 6:00,10.59,32.71,89.0,0.23
2071,3/28/2023 7:00,5.55,16.39,131.0,0.27
2072,3/28/2023 8:00,24.56,25.82,138.0,0.18
2073,3/28/2023 9:00,8.77,26.67,80.0,0.23
2074,3/28/2023 10:00,15.99,19.4,81.0,0.24
2075,3/28/2023 11:00,17.9,18.61,27.0,0.17
2076,3/28/2023 12:00,19.08,19.28,88.0,0.27
2077,3/28/2023 13:00,23.35,27.17,77.0,0.24
2078,3/28/2023 14:00,6.69,32.27,34.0,0.18
2079,3/28/2023 15:00,23.92,28.42,121.0,0.16
2080,3/28/2023 16:00,8.61,20.52,80.0,0.19
2081,3/28/2023 17:00,5.1,26.34,57.0,0.14
2082,3/28/2023 18:00,12.01,17.97,121.0,0.14
2083,3/28/2023 19:00,7.17,25.86,90.0,0.26
2084,3/28/2023 20:00,22.09,22.15,133.0,0.15
2085,3/28/2023 21:00,23.53,17.59,108.0,0.29
2086,3/28/2023 22:00,19.68,17.82,144.0,0.1
2087,3/28/2023 23:00,8.42,20.62,18.0,0.13
2088,3/29/2023 0:00,11.89,22.92,130.0,0.16
2089,3/29/2023 1:00,21.2,27.62,26.0,0.26
2090,3/29/2023 2:00,5.79,34.28,107.0,0.22
2091,3/29/2023 3:00,7.34,24.72,123.0,0.15
2092,3/29/2023 4:00,10.88,21.08,111.0,0.29
2093,3/29/2023 5:00,5.44,28.73,69.0,0.27
2094,3/29/2023 6:00,17.33,15.17,11.0,0.24
2095,3/29/2023 7:00,7.0,28.88,91.0,0.15
